TKT,VER,N1B,N1C,N2B,N2C,N3B,N3C,N4B,N4C,N5B,N5C,I1,I2,I3,I4,I5,B,P,CD,Up
,,,,,,,,,,,,,,nonwinner106.ai,nonwinner124.ai,nonwinner128.ai,,2,,6
,,,,,,,,,,,,winner04.ai,,,,,,2,4,6
,,,,,,,,,,,,,,nonwinner27.ai,nonwinner106.ai,nonwinner79.ai,,2,,6
89,366,06,07,30,21,36,38,47,50,74,75,,,,,,base02.ai,2,,6
,,,,,,,,,,,,,,nonwinner146.ai,nonwinner39.ai,nonwinner111.ai,,2,,6
,,,,,,,,,,,,,,nonwinner01.ai,nonwinner78.ai,nonwinner38.ai,,2,,6
110,2872,03,07,20,22,35,37,52,54,69,61,,,,,,base02.ai,2,,6
98,8712,02,08,18,25,42,31,55,47,65,64,,,,,,base02.ai,3,,7
,,,,,,,,,,,,,,nonwinner37.ai,nonwinner148.ai,nonwinner116.ai,,3,,7
28,1039,07,14,30,21,45,37,50,47,,,free05.ai,,,,,base02.ai,3,,7
,,,,,,,,,,,,,,nonwinner29.ai,nonwinner71.ai,nonwinner75.ai,,3,,7
84,2717,12,07,16,27,42,45,60,57,71,64,,,,,,base02.ai,3,,7
,,,,,,,,,,,,winner03.ai,,,,,,3,3,7
,,,,,,,,,,,,winner05.ai,,,,,,3,,7
66,3525,04,09,27,19,37,40,53,50,68,64,,,,,,base02.ai,4,,8
3,4949,01,15,,,,,51,48,68,64,free02.ai,free03.ai,,,,base02.ai,4,,8
24,2451,,,29,21,43,40,58,46,68,62,free01.ai,,,,,base02.ai,4,,8
,,,,,,,,,,,,,,nonwinner20.ai,nonwinner97.ai,nonwinner143.ai,,4,,8
,,,,,,,,,,,,winner05.ai,,,,,,4,,8
,,,,,,,,,,,,,,nonwinner16.ai,nonwinner99.ai,nonwinner79.ai,,4,,8
115,7342,10,11,27,30,33,38,57,56,73,67,,,,,,base02.ai,4,,8
14,2528,,,16,27,,,57,52,73,63,free01.ai,free03.ai,,,,base02.ai,1,,1
,,,,,,,,,,,,,,nonwinner46.ai,nonwinner68.ai,nonwinner20.ai,,1,,1
,,,,,,,,,,,,,,nonwinner101.ai,nonwinner66.ai,nonwinner40.ai,,1,,1
,,,,,,,,,,,,winner02.ai,,,,,,1,2,1
,,,,,,,,,,,,,,nonwinner153.ai,nonwinner146.ai,nonwinner24.ai,,1,,1
,,,,,,,,,,,,winner05.ai,,,,,,1,,1
,,,,,,,,,,,,,,nonwinner47.ai,nonwinner146.ai,nonwinner100.ai,,1,,1
20,3105,10,08,25,17,40,34,,,70,68,free04.ai,,,,,base02.ai,2,,2
,,,,,,,,,,,,winner05.ai,,,,,,2,,2
13,4004,14,10,26,23,44,43,,,,,free04.ai,free05.ai,,,,base02.ai,2,,2
90,4382,15,14,24,21,43,32,55,47,62,68,,,,,,base02.ai,2,,2
27,40,,,22,19,33,37,55,51,66,61,free01.ai,,,,,base02.ai,2,,2
,,,,,,,,,,,,winner05.ai,,,,,,2,,2
,,,,,,,,,,,,winner03.ai,,,,,,2,3,2
,,,,,,,,,,,,,,nonwinner53.ai,nonwinner149.ai,nonwinner87.ai,,3,,3
,,,,,,,,,,,,,,nonwinner90.ai,nonwinner96.ai,nonwinner59.ai,,3,,3
,,,,,,,,,,,,,,nonwinner165.ai,nonwinner16.ai,nonwinner49.ai,,3,,3
,,,,,,,,,,,,winner05.ai,,,,,,3,,3
,,,,,,,,,,,,,,nonwinner23.ai,nonwinner131.ai,nonwinner61.ai,,3,,3
,,,,,,,,,,,,,,nonwinner103.ai,nonwinner145.ai,nonwinner50.ai,,3,,3
26,614,,,16,23,34,37,60,55,66,73,free01.ai,,,,,base02.ai,3,,3
,,,,,,,,,,,,,,nonwinner94.ai,nonwinner59.ai,nonwinner67.ai,,4,,4
135,2509,04,13,23,28,32,39,59,53,74,67,,,,,,base02.ai,4,,4
72,5090,11,01,29,19,39,33,54,47,69,63,,,,,,base02.ai,4,,4
,,,,,,,,,,,,,,nonwinner166.ai,nonwinner88.ai,nonwinner60.ai,,4,,4
51,8312,,,30,28,32,35,52,49,68,73,free01.ai,,,,,base02.ai,4,,4
,,,,,,,,,,,,,,nonwinner85.ai,nonwinner19.ai,nonwinner132.ai,,4,,4
,,,,,,,,,,,,,,nonwinner106.ai,nonwinner138.ai,nonwinner42.ai,,4,,4
,,,,,,,,,,,,winner05.ai,,,,,,1,,5
,,,,,,,,,,,,,,nonwinner73.ai,nonwinner80.ai,nonwinner40.ai,,1,,5
,,,,,,,,,,,,,,nonwinner143.ai,nonwinner12.ai,nonwinner70.ai,,1,,5
,,,,,,,,,,,,,,nonwinner110.ai,nonwinner149.ai,nonwinner53.ai,,1,,5
,,,,,,,,,,,,winner04.ai,,,,,,1,4,5
,,,,,,,,,,,,winner05.ai,,,,,,1,,5
84,3689,12,01,19,16,37,45,48,51,62,75,,,,,,base02.ai,1,,5
,,,,,,,,,,,,winner05.ai,,,,,,2,,6
,,,,,,,,,,,,,,nonwinner127.ai,nonwinner74.ai,nonwinner04.ai,,2,,6
117,6453,03,02,17,29,34,41,47,53,73,61,,,,,,base02.ai,2,,6
,,,,,,,,,,,,,,nonwinner115.ai,nonwinner42.ai,nonwinner67.ai,,2,,6
,,,,,,,,,,,,,,nonwinner26.ai,nonwinner145.ai,nonwinner151.ai,,2,,6
47,4081,13,07,,,40,35,58,55,73,67,free02.ai,,,,,base02.ai,2,,6
,,,,,,,,,,,,winner05.ai,,,,,,2,,6
,,,,,,,,,,,,,,nonwinner65.ai,nonwinner92.ai,nonwinner151.ai,,3,,7
,,,,,,,,,,,,winner04.ai,,,,,,3,4,7
,,,,,,,,,,,,winner05.ai,,,,,,3,,7
,,,,,,,,,,,,,,nonwinner109.ai,nonwinner94.ai,nonwinner138.ai,,3,,7
,,,,,,,,,,,,winner05.ai,,,,,,3,,7
,,,,,,,,,,,,,,nonwinner135.ai,nonwinner158.ai,nonwinner29.ai,,3,,7
14,7120,01,08,,,,,48,53,64,74,free02.ai,free03.ai,,,,base02.ai,3,,7
38,3508,03,01,16,17,31,40,46,47,,,free05.ai,,,,,base02.ai,4,,8
59,8530,07,03,30,16,32,33,59,47,64,67,,,,,,base02.ai,4,,8
,,,,,,,,,,,,,,nonwinner18.ai,nonwinner149.ai,nonwinner23.ai,,4,,8
,,,,,,,,,,,,winner02.ai,,,,,,4,2,8
,,,,,,,,,,,,,,nonwinner20.ai,nonwinner102.ai,nonwinner160.ai,,4,,8
,,,,,,,,,,,,,,nonwinner02.ai,nonwinner68.ai,nonwinner95.ai,,4,,8
17,7092,08,13,24,16,,,50,51,69,70,free03.ai,,,,,base02.ai,4,,8
,,,,,,,,,,,,,,nonwinner09.ai,nonwinner44.ai,nonwinner72.ai,,1,,1
28,2329,01,13,,,35,36,54,60,70,68,free02.ai,,,,,base02.ai,1,,1
,,,,,,,,,,,,,,nonwinner71.ai,nonwinner56.ai,nonwinner159.ai,,1,,1
133,3464,13,04,16,23,45,44,46,50,70,65,,,,,,base02.ai,1,,1
,,,,,,,,,,,,winner05.ai,,,,,,1,,1
84,3689,12,01,19,16,37,45,48,51,62,75,,,,,,base02.ai,1,,1
,,,,,,,,,,,,winner04.ai,,,,,,1,4,1
,,,,,,,,,,,,,,nonwinner84.ai,nonwinner146.ai,nonwinner121.ai,,2,,2
,,,,,,,,,,,,,,nonwinner04.ai,nonwinner45.ai,nonwinner84.ai,,2,,2
48,4081,14,10,22,28,,,59,52,62,70,free03.ai,,,,,base02.ai,2,,2
,,,,,,,,,,,,,,nonwinner144.ai,nonwinner156.ai,nonwinner10.ai,,2,,2
,,,,,,,,,,,,winner05.ai,,,,,,2,,2
41,920,,,16,29,43,34,50,48,61,65,free01.ai,,,,,base02.ai,2,,2
,,,,,,,,,,,,winner04.ai,,,,,,2,4,2
,,,,,,,,,,,,winner04.ai,,,,,,3,4,3
,,,,,,,,,,,,,,nonwinner22.ai,nonwinner52.ai,nonwinner113.ai,,3,,3
117,4528,14,09,22,19,41,31,48,53,61,69,,,,,,base02.ai,3,,3
47,3172,09,03,29,19,31,34,,,67,63,free04.ai,,,,,base02.ai,3,,3
,,,,,,,,,,,,,,nonwinner97.ai,nonwinner43.ai,nonwinner19.ai,,3,,3
,,,,,,,,,,,,winner03.ai,,,,,,3,3,3
61,8520,14,07,25,24,44,37,50,58,75,62,,,,,,base02.ai,3,,3
,,,,,,,,,,,,,,nonwinner94.ai,nonwinner146.ai,nonwinner124.ai,,4,,4
,,,,,,,,,,,,,,nonwinner137.ai,nonwinner33.ai,nonwinner60.ai,,4,,4
,,,,,,,,,,,,winner05.ai,,,,,,4,,4
,,,,,,,,,,,,winner05.ai,,,,,,4,,4
93,8650,05,14,25,18,44,33,55,50,68,67,,,,,,base02.ai,4,,4
,,,,,,,,,,,,winner02.ai,,,,,,4,2,4
,,,,,,,,,,,,,,nonwinner51.ai,nonwinner75.ai,nonwinner128.ai,,4,,4
,,,,,,,,,,,,,,nonwinner58.ai,nonwinner108.ai,nonwinner158.ai,,1,,5
7,8937,,,17,25,32,35,,,71,73,free01.ai,free04.ai,,,,base02.ai,1,,5
,,,,,,,,,,,,winner05.ai,,,,,,1,,5
56,4257,03,09,24,17,44,43,,,62,64,free04.ai,,,,,base02.ai,1,,5
,,,,,,,,,,,,winner03.ai,,,,,,1,3,5
,,,,,,,,,,,,,,nonwinner08.ai,nonwinner14.ai,nonwinner50.ai,,1,,5
35,6163,,,25,21,35,31,58,52,62,69,free01.ai,,,,,base02.ai,1,,5
,,,,,,,,,,,,winner05.ai,,,,,,2,,6
,,,,,,,,,,,,,,nonwinner63.ai,nonwinner100.ai,nonwinner123.ai,,2,,6
96,7862,02,12,27,23,43,37,56,55,68,62,,,,,,base02.ai,2,,6
40,3288,,,23,19,34,35,58,59,64,72,free01.ai,,,,,base02.ai,2,,6
,,,,,,,,,,,,,,nonwinner89.ai,nonwinner117.ai,nonwinner116.ai,,2,,6
,,,,,,,,,,,,winner05.ai,,,,,,2,,6
,,,,,,,,,,,,winner05.ai,,,,,,2,,6
,,,,,,,,,,,,winner05.ai,,,,,,3,,7
133,2109,02,15,18,26,35,31,56,54,74,68,,,,,,base02.ai,3,,7
126,48,09,03,19,27,35,31,57,46,61,74,,,,,,base02.ai,3,,7
,,,,,,,,,,,,,,nonwinner17.ai,nonwinner56.ai,nonwinner140.ai,,3,,7
70,1244,02,07,18,21,37,42,60,57,63,73,,,,,,base02.ai,3,,7
,,,,,,,,,,,,,,nonwinner82.ai,nonwinner110.ai,nonwinner130.ai,,3,,7
,,,,,,,,,,,,winner02.ai,,,,,,3,2,7
136,2509,07,05,18,21,42,35,47,55,73,70,,,,,,base02.ai,4,,8
,,,,,,,,,,,,,,nonwinner27.ai,nonwinner16.ai,nonwinner62.ai,,4,,8
,,,,,,,,,,,,winner05.ai,,,,,,4,,8
80,3849,15,14,30,21,40,35,54,50,75,74,,,,,,base02.ai,4,,8
,,,,,,,,,,,,,,nonwinner96.ai,nonwinner89.ai,nonwinner112.ai,,4,,8
101,6724,04,10,21,17,43,39,49,56,71,61,,,,,,base02.ai,4,,8
,,,,,,,,,,,,,,nonwinner90.ai,nonwinner24.ai,nonwinner148.ai,,4,,8
7,8937,,,17,25,32,35,,,71,73,free01.ai,free04.ai,,,,base02.ai,1,,1
,,,,,,,,,,,,,,nonwinner95.ai,nonwinner154.ai,nonwinner59.ai,,1,,1
,,,,,,,,,,,,,,nonwinner90.ai,nonwinner166.ai,nonwinner110.ai,,1,,1
119,534,13,04,16,26,41,37,59,46,64,63,,,,,,base02.ai,1,,1
56,4257,03,09,24,17,44,43,,,62,64,free04.ai,,,,,base02.ai,1,,1
,,,,,,,,,,,,,,nonwinner73.ai,nonwinner80.ai,nonwinner40.ai,,1,,1
,,,,,,,,,,,,winner05.ai,,,,,,1,,1
,,,,,,,,,,,,winner04.ai,,,,,,2,4,2
,,,,,,,,,,,,,,nonwinner16.ai,nonwinner17.ai,nonwinner36.ai,,2,,2
,,,,,,,,,,,,,,nonwinner107.ai,nonwinner20.ai,nonwinner66.ai,,2,,2
55,2059,04,13,,,41,39,53,59,62,61,free02.ai,,,,,base02.ai,2,,2
,,,,,,,,,,,,winner01.ai,,,,,,2,1,2
,,,,,,,,,,,,,,nonwinner103.ai,nonwinner74.ai,nonwinner10.ai,,2,,2
,,,,,,,,,,,,,,nonwinner47.ai,nonwinner131.ai,nonwinner99.ai,,2,,2
89,8916,11,03,19,25,42,39,48,55,73,71,,,,,,base02.ai,3,,3
75,8227,06,01,21,24,42,31,53,58,70,73,,,,,,base02.ai,3,,3
,,,,,,,,,,,,,,nonwinner22.ai,nonwinner59.ai,nonwinner93.ai,,3,,3
,,,,,,,,,,,,,,nonwinner163.ai,nonwinner82.ai,nonwinner66.ai,,3,,3
,,,,,,,,,,,,,,nonwinner20.ai,nonwinner88.ai,nonwinner102.ai,,3,,3
131,4970,13,08,21,24,44,37,52,53,66,70,,,,,,base02.ai,3,,3
138,7967,08,04,26,17,41,31,53,48,72,75,,,,,,base02.ai,3,,3
,,,,,,,,,,,,,,nonwinner151.ai,nonwinner43.ai,nonwinner74.ai,,4,,4
,,,,,,,,,,,,winner04.ai,,,,,,4,4,4
,,,,,,,,,,,,,,nonwinner128.ai,nonwinner157.ai,nonwinner108.ai,,4,,4
,,,,,,,,,,,,,,nonwinner137.ai,nonwinner37.ai,nonwinner150.ai,,4,,4
,,,,,,,,,,,,,,nonwinner58.ai,nonwinner37.ai,nonwinner147.ai,,4,,4
,,,,,,,,,,,,,,nonwinner155.ai,nonwinner71.ai,nonwinner123.ai,,4,,4
,,,,,,,,,,,,,,nonwinner47.ai,nonwinner139.ai,nonwinner147.ai,,4,,4
133,3464,13,04,16,23,45,44,46,50,70,65,,,,,,base02.ai,1,,5
,,,,,,,,,,,,,,nonwinner139.ai,nonwinner118.ai,nonwinner86.ai,,1,,5
,,,,,,,,,,,,winner05.ai,,,,,,1,,5
,,,,,,,,,,,,,,nonwinner101.ai,nonwinner66.ai,nonwinner40.ai,,1,,5
,,,,,,,,,,,,winner05.ai,,,,,,1,,5
,,,,,,,,,,,,,,nonwinner71.ai,nonwinner56.ai,nonwinner159.ai,,1,,5
,,,,,,,,,,,,,,nonwinner153.ai,nonwinner146.ai,nonwinner24.ai,,1,,5
5,7697,,,30,17,32,36,58,49,,,free01.ai,free05.ai,,,,base02.ai,2,,6
,,,,,,,,,,,,winner03.ai,,,,,,2,3,6
131,7925,14,13,17,20,42,44,56,46,62,69,,,,,,base02.ai,2,,6
,,,,,,,,,,,,,,nonwinner42.ai,nonwinner152.ai,nonwinner154.ai,,2,,6
,,,,,,,,,,,,,,nonwinner15.ai,nonwinner50.ai,nonwinner103.ai,,2,,6
103,5319,10,07,18,27,35,43,49,53,62,66,,,,,,base02.ai,2,,6
138,1886,15,12,28,17,44,33,50,59,64,72,,,,,,base02.ai,2,,6
91,7577,02,06,27,29,36,43,56,53,64,63,,,,,,base02.ai,3,,7
42,1977,14,06,22,19,32,34,47,59,,,free05.ai,,,,,base02.ai,3,,7
112,6729,03,08,25,19,32,38,53,56,61,67,,,,,,base02.ai,3,,7
,,,,,,,,,,,,,,nonwinner118.ai,nonwinner62.ai,nonwinner123.ai,,3,,7
,,,,,,,,,,,,,,nonwinner159.ai,nonwinner145.ai,nonwinner155.ai,,3,,7
,,,,,,,,,,,,,,nonwinner18.ai,nonwinner99.ai,nonwinner153.ai,,3,,7
105,8472,12,05,22,27,37,35,55,46,69,71,,,,,,base02.ai,3,,7
129,5441,13,04,26,16,41,44,58,47,70,62,,,,,,base02.ai,4,,8
,,,,,,,,,,,,winner05.ai,,,,,,4,,8
,,,,,,,,,,,,,,nonwinner39.ai,nonwinner154.ai,nonwinner21.ai,,4,,8
,,,,,,,,,,,,,,nonwinner32.ai,nonwinner134.ai,nonwinner08.ai,,4,,8
,,,,,,,,,,,,winner04.ai,,,,,,4,4,8
,,,,,,,,,,,,,,nonwinner52.ai,nonwinner124.ai,nonwinner86.ai,,4,,8
94,5096,02,14,22,26,43,37,48,59,73,74,,,,,,base02.ai,4,,8
,,,,,,,,,,,,winner03.ai,,,,,,1,3,1
,,,,,,,,,,,,,,nonwinner50.ai,nonwinner126.ai,nonwinner19.ai,,1,,1
,,,,,,,,,,,,winner05.ai,,,,,,1,,1
,,,,,,,,,,,,,,nonwinner124.ai,nonwinner80.ai,nonwinner151.ai,,1,,1
,,,,,,,,,,,,,,nonwinner62.ai,nonwinner68.ai,nonwinner96.ai,,1,,1
63,8891,05,13,18,26,36,35,54,49,67,65,,,,,,base02.ai,1,,1
,,,,,,,,,,,,,,nonwinner58.ai,nonwinner108.ai,nonwinner158.ai,,1,,1
,,,,,,,,,,,,,,nonwinner54.ai,nonwinner95.ai,nonwinner44.ai,,2,,2
111,2266,11,06,24,17,45,35,60,53,73,64,,,,,,base02.ai,2,,2
,,,,,,,,,,,,,,nonwinner81.ai,nonwinner157.ai,nonwinner165.ai,,2,,2
,,,,,,,,,,,,winner05.ai,,,,,,2,,2
76,5758,13,06,20,18,35,31,59,48,62,72,,,,,,base02.ai,2,,2
,,,,,,,,,,,,winner03.ai,,,,,,2,3,2
,,,,,,,,,,,,winner04.ai,,,,,,2,4,2
,,,,,,,,,,,,winner05.ai,,,,,,3,,3
,,,,,,,,,,,,winner04.ai,,,,,,3,4,3
,,,,,,,,,,,,winner05.ai,,,,,,3,,3
82,559,09,03,22,29,39,40,57,53,68,62,,,,,,base02.ai,3,,3
5,1323,15,08,22,19,,,,,63,69,free03.ai,free04.ai,,,,base02.ai,3,,3
,,,,,,,,,,,,winner05.ai,,,,,,3,,3
,,,,,,,,,,,,,,nonwinner129.ai,nonwinner98.ai,nonwinner101.ai,,3,,3
,,,,,,,,,,,,,,nonwinner61.ai,nonwinner49.ai,nonwinner35.ai,,4,,4
86,1414,06,08,25,29,36,33,50,56,70,63,,,,,,base02.ai,4,,4
,,,,,,,,,,,,winner05.ai,,,,,,4,,4
100,6724,01,09,16,20,37,44,60,52,74,65,,,,,,base02.ai,4,,4
,,,,,,,,,,,,,,nonwinner25.ai,nonwinner45.ai,nonwinner87.ai,,4,,4
,,,,,,,,,,,,,,nonwinner12.ai,nonwinner121.ai,nonwinner64.ai,,4,,4
,,,,,,,,,,,,,,nonwinner153.ai,nonwinner62.ai,nonwinner90.ai,,4,,4
,,,,,,,,,,,,,,nonwinner50.ai,nonwinner126.ai,nonwinner19.ai,,1,,5
119,534,13,04,16,26,41,37,59,46,64,63,,,,,,base02.ai,1,,5
,,,,,,,,,,,,winner03.ai,,,,,,1,3,5
,,,,,,,,,,,,,,nonwinner148.ai,nonwinner117.ai,nonwinner81.ai,,1,,5
105,5111,10,11,17,28,44,32,56,51,69,74,,,,,,base02.ai,1,,5
77,4648,09,01,16,30,41,32,55,59,64,67,,,,,,base02.ai,1,,5
,,,,,,,,,,,,winner02.ai,,,,,,1,2,5
,,,,,,,,,,,,,,nonwinner96.ai,nonwinner158.ai,nonwinner03.ai,,2,,6
75,70,10,01,21,28,41,40,57,60,71,67,,,,,,base02.ai,2,,6
68,6071,04,10,28,24,34,40,60,46,74,65,,,,,,base02.ai,2,,6
,,,,,,,,,,,,,,nonwinner48.ai,nonwinner05.ai,nonwinner11.ai,,2,,6
19,3105,02,06,,,44,41,53,49,66,64,free02.ai,,,,,base02.ai,2,,6
,,,,,,,,,,,,,,nonwinner89.ai,nonwinner163.ai,nonwinner23.ai,,2,,6
,,,,,,,,,,,,,,nonwinner127.ai,nonwinner102.ai,nonwinner70.ai,,2,,6
,,,,,,,,,,,,winner03.ai,,,,,,3,3,7
,,,,,,,,,,,,,,nonwinner157.ai,nonwinner10.ai,nonwinner143.ai,,3,,7
140,3010,01,05,25,30,34,35,50,46,75,70,,,,,,base02.ai,3,,7
77,7161,07,11,25,22,36,39,52,50,72,74,,,,,,base02.ai,3,,7
,,,,,,,,,,,,winner05.ai,,,,,,3,,7
49,5317,12,09,26,25,,,46,58,65,66,free03.ai,,,,,base02.ai,3,,7
,,,,,,,,,,,,,,nonwinner77.ai,nonwinner71.ai,nonwinner145.ai,,3,,7
122,3223,06,01,22,16,40,34,53,58,67,63,,,,,,base02.ai,4,,8
108,7626,04,10,23,30,35,39,49,53,66,72,,,,,,base02.ai,4,,8
10,7581,,,16,21,42,32,,,65,75,free01.ai,free04.ai,,,,base02.ai,4,,8
,,,,,,,,,,,,,,nonwinner86.ai,nonwinner52.ai,nonwinner123.ai,,4,,8
,,,,,,,,,,,,,,nonwinner57.ai,nonwinner155.ai,nonwinner53.ai,,4,,8
52,6375,,,17,23,40,45,57,54,65,71,free01.ai,,,,,base02.ai,4,,8
,,,,,,,,,,,,,,nonwinner114.ai,nonwinner110.ai,nonwinner153.ai,,4,,8
,,,,,,,,,,,,,,nonwinner161.ai,nonwinner76.ai,nonwinner103.ai,,1,,1
,,,,,,,,,,,,winner04.ai,,,,,,1,4,1
105,5111,10,11,17,28,44,32,56,51,69,74,,,,,,base02.ai,1,,1
70,4814,15,13,22,16,35,36,49,54,63,74,,,,,,base02.ai,1,,1
49,962,03,01,,,42,34,50,59,67,75,free02.ai,,,,,base02.ai,1,,1
140,4090,08,14,26,17,41,43,54,58,70,73,,,,,,base02.ai,1,,1
,,,,,,,,,,,,,,nonwinner143.ai,nonwinner12.ai,nonwinner70.ai,,1,,1
125,5018,04,13,16,30,32,31,50,48,73,67,,,,,,base02.ai,2,,2
,,,,,,,,,,,,,,nonwinner114.ai,nonwinner94.ai,nonwinner47.ai,,2,,2
132,1796,10,09,18,22,33,32,47,49,73,70,,,,,,base02.ai,2,,2
,,,,,,,,,,,,,,nonwinner122.ai,nonwinner91.ai,nonwinner34.ai,,2,,2
83,2841,13,05,17,29,41,32,48,59,73,68,,,,,,base02.ai,2,,2
139,3186,10,09,17,23,39,34,57,52,74,71,,,,,,base02.ai,2,,2
,,,,,,,,,,,,,,nonwinner06.ai,nonwinner63.ai,nonwinner75.ai,,2,,2
68,3548,07,05,17,23,39,45,54,55,62,75,,,,,,base02.ai,3,,3
,,,,,,,,,,,,,,nonwinner48.ai,nonwinner147.ai,nonwinner11.ai,,3,,3
110,7364,13,12,20,24,34,39,51,49,62,66,,,,,,base02.ai,3,,3
19,3552,08,01,24,17,40,37,,,71,65,free04.ai,,,,,base02.ai,3,,3
,,,,,,,,,,,,,,nonwinner31.ai,nonwinner161.ai,nonwinner32.ai,,3,,3
12,4469,10,04,19,27,,,,,66,71,free03.ai,free04.ai,,,,base02.ai,3,,3
40,8314,08,15,,,43,45,47,59,71,62,free02.ai,,,,,base02.ai,3,,3
,,,,,,,,,,,,winner05.ai,,,,,,4,,4
107,8503,01,04,22,27,45,40,60,47,63,62,,,,,,base02.ai,4,,4
,,,,,,,,,,,,,,nonwinner07.ai,nonwinner118.ai,nonwinner115.ai,,4,,4
44,374,13,02,,,34,37,52,56,63,73,free02.ai,,,,,base02.ai,4,,4
2,6674,12,06,,,42,40,,,73,74,free02.ai,free04.ai,,,,base02.ai,4,,4
37,3508,02,04,26,18,43,38,,,63,64,free04.ai,,,,,base02.ai,4,,4
9,4418,14,08,19,20,,,,,72,73,free03.ai,free04.ai,,,,base02.ai,4,,4
14,2528,,,16,27,,,57,52,73,63,free01.ai,free03.ai,,,,base02.ai,1,,5
,,,,,,,,,,,,,,nonwinner90.ai,nonwinner166.ai,nonwinner110.ai,,1,,5
,,,,,,,,,,,,winner04.ai,,,,,,1,4,5
,,,,,,,,,,,,,,nonwinner25.ai,nonwinner153.ai,nonwinner106.ai,,1,,5
,,,,,,,,,,,,winner05.ai,,,,,,1,,5
,,,,,,,,,,,,,,nonwinner09.ai,nonwinner44.ai,nonwinner72.ai,,1,,5
42,4956,,,23,16,40,33,53,56,69,66,free01.ai,,,,,base02.ai,1,,5
,,,,,,,,,,,,,,nonwinner97.ai,nonwinner151.ai,nonwinner83.ai,,2,,6
,,,,,,,,,,,,winner04.ai,,,,,,2,4,6
,,,,,,,,,,,,,,nonwinner143.ai,nonwinner94.ai,nonwinner03.ai,,2,,6
12,7468,,,18,24,34,42,57,47,,,free01.ai,free05.ai,,,,base02.ai,2,,6
,,,,,,,,,,,,,,nonwinner24.ai,nonwinner109.ai,nonwinner73.ai,,2,,6
26,8563,13,11,24,20,41,36,55,60,,,free05.ai,,,,,base02.ai,2,,6
,,,,,,,,,,,,,,nonwinner59.ai,nonwinner23.ai,nonwinner88.ai,,2,,6
21,813,01,10,19,21,,,53,54,61,72,free03.ai,,,,,base02.ai,3,,7
63,6820,01,14,29,23,36,33,46,58,61,62,,,,,,base02.ai,3,,7
,,,,,,,,,,,,,,nonwinner01.ai,nonwinner137.ai,nonwinner122.ai,,3,,7
35,4210,02,01,26,30,42,34,,,68,69,free04.ai,,,,,base02.ai,3,,7
,,,,,,,,,,,,,,nonwinner136.ai,nonwinner100.ai,nonwinner12.ai,,3,,7
,,,,,,,,,,,,,,nonwinner93.ai,nonwinner09.ai,nonwinner132.ai,,3,,7
56,4490,01,15,16,25,39,45,50,58,,,free05.ai,,,,,base02.ai,3,,7
,,,,,,,,,,,,,,nonwinner155.ai,nonwinner44.ai,nonwinner07.ai,,4,,8
,,,,,,,,,,,,,,nonwinner105.ai,nonwinner162.ai,nonwinner124.ai,,4,,8
,,,,,,,,,,,,winner05.ai,,,,,,4,,8
,,,,,,,,,,,,,,nonwinner130.ai,nonwinner53.ai,nonwinner95.ai,,4,,8
,,,,,,,,,,,,winner05.ai,,,,,,4,,8
,,,,,,,,,,,,,,nonwinner30.ai,nonwinner164.ai,nonwinner159.ai,,4,,8
,,,,,,,,,,,,,,nonwinner141.ai,nonwinner119.ai,nonwinner105.ai,,4,,8
,,,,,,,,,,,,,,nonwinner25.ai,nonwinner153.ai,nonwinner106.ai,,1,,1
,,,,,,,,,,,,,,nonwinner139.ai,nonwinner118.ai,nonwinner86.ai,,1,,1
,,,,,,,,,,,,winner05.ai,,,,,,1,,1
126,430,03,10,26,21,40,45,58,57,63,67,,,,,,base02.ai,1,,1
,,,,,,,,,,,,winner05.ai,,,,,,1,,1
,,,,,,,,,,,,,,nonwinner05.ai,nonwinner61.ai,nonwinner19.ai,,1,,1
,,,,,,,,,,,,,,nonwinner148.ai,nonwinner117.ai,nonwinner81.ai,,1,,1
69,6071,14,06,30,26,33,32,59,50,63,71,,,,,,base02.ai,2,,2
,,,,,,,,,,,,,,nonwinner85.ai,nonwinner131.ai,nonwinner153.ai,,2,,2
,,,,,,,,,,,,winner05.ai,,,,,,2,,2
,,,,,,,,,,,,,,nonwinner40.ai,nonwinner98.ai,nonwinner90.ai,,2,,2
,,,,,,,,,,,,,,nonwinner61.ai,nonwinner49.ai,nonwinner78.ai,,2,,2
,,,,,,,,,,,,,,nonwinner12.ai,nonwinner25.ai,nonwinner149.ai,,2,,2
,,,,,,,,,,,,,,nonwinner57.ai,nonwinner51.ai,nonwinner65.ai,,2,,2
,,,,,,,,,,,,,,nonwinner104.ai,nonwinner155.ai,nonwinner64.ai,,3,,3
,,,,,,,,,,,,,,nonwinner133.ai,nonwinner142.ai,nonwinner70.ai,,3,,3
,,,,,,,,,,,,,,nonwinner140.ai,nonwinner146.ai,nonwinner54.ai,,3,,3
,,,,,,,,,,,,,,nonwinner108.ai,nonwinner91.ai,nonwinner101.ai,,3,,3
,,,,,,,,,,,,,,nonwinner74.ai,nonwinner124.ai,nonwinner08.ai,,3,,3
,,,,,,,,,,,,,,nonwinner124.ai,nonwinner32.ai,nonwinner40.ai,,3,,3
,,,,,,,,,,,,,,nonwinner80.ai,nonwinner74.ai,nonwinner141.ai,,3,,3
121,8972,03,14,25,26,34,41,49,48,68,64,,,,,,base02.ai,4,,4
30,5860,06,07,22,16,38,44,59,57,,,free05.ai,,,,,base02.ai,4,,4
