TKT,VER,N1B,N1C,N2B,N2C,N3B,N3C,N4B,N4C,N5B,N5C,I1,I2,I3,I4,I5,B,P,Up
64,3452,04,05,24,20,45,37,56,50,65,62,,,,,,base02.ai,3,15
37,693,,,19,29,34,39,55,48,67,69,free01.ai,,,,,base02.ai,4,16
131,7514,14,03,19,18,33,39,51,60,73,68,,,,,,base02.ai,4,16
,,,,,,,,,,,,,,nonwinner03.ai,nonwinner06.ai,nonwinner07.ai,,1,17
27,6496,,,24,23,33,44,53,48,74,73,free01.ai,,,,,base02.ai,1,17
,,,,,,,,,,,,,,nonwinner08.ai,nonwinner04.ai,nonwinner02.ai,,2,18
139,7710,03,05,18,19,37,42,60,54,62,66,,,,,,base02.ai,2,18
77,5385,10,04,29,21,34,44,59,55,64,72,,,,,,base02.ai,3,19
5,393,05,09,,,,,51,55,64,62,free02.ai,free03.ai,,,,base02.ai,3,19
48,2291,,,27,24,41,36,54,49,63,66,free01.ai,,,,,base02.ai,4,20
106,8844,09,14,23,21,31,45,46,60,67,61,,,,,,base02.ai,4,20
,,,,,,,,,,,,,,nonwinner10.ai,nonwinner15.ai,nonwinner12.ai,,1,21
135,5568,10,11,23,16,35,33,50,53,70,62,,,,,,base02.ai,1,21
73,4097,02,07,18,30,31,38,47,46,62,75,,,,,,base02.ai,2,22
,,,,,,,,,,,,,,nonwinner05.ai,nonwinner14.ai,nonwinner08.ai,,2,22
32,7719,,,16,24,39,40,50,46,63,71,free01.ai,,,,,base02.ai,3,23
60,4573,02,11,28,29,35,42,50,58,72,64,,,,,,base02.ai,3,23
,,,,,,,,,,,,,,nonwinner11.ai,nonwinner09.ai,nonwinner01.ai,,4,24
53,1515,,,25,18,37,35,53,57,65,69,free01.ai,,,,,base02.ai,4,24
,,,,,,,,,,,,,,nonwinner08.ai,nonwinner12.ai,nonwinner06.ai,,1,25
69,2200,04,07,29,19,31,35,52,46,62,72,,,,,,base02.ai,1,25
,,,,,,,,,,,,,,nonwinner11.ai,nonwinner06.ai,nonwinner10.ai,,2,26
21,1673,,,28,19,43,41,58,50,64,74,free01.ai,,,,,base02.ai,2,26
72,8690,03,14,25,20,44,42,46,50,73,61,,,,,,base02.ai,3,27
,,,,,,,,,,,,,,nonwinner13.ai,nonwinner10.ai,nonwinner15.ai,,3,27
,,,,,,,,,,,,,,nonwinner09.ai,nonwinner10.ai,nonwinner15.ai,,4,28
104,4621,11,05,22,23,44,36,59,52,66,73,,,,,,base02.ai,4,28
86,4982,06,02,26,22,41,36,57,46,62,71,,,,,,base02.ai,1,1
138,2123,02,10,19,24,37,45,47,55,69,64,,,,,,base02.ai,1,1
61,4559,14,02,20,19,38,40,60,57,69,64,,,,,,base02.ai,2,2
21,1673,,,28,19,43,41,58,50,64,74,free01.ai,,,,,base02.ai,2,2
,,,,,,,,,,,,,,nonwinner06.ai,nonwinner14.ai,nonwinner13.ai,,3,3
136,4171,10,03,26,22,33,41,57,60,72,68,,,,,,base02.ai,3,3
120,6679,12,06,20,23,34,38,58,52,73,64,,,,,,base02.ai,4,4
114,6993,05,15,28,22,41,34,48,52,66,75,,,,,,base02.ai,4,4
92,8560,05,14,21,17,41,39,49,46,71,74,,,,,,base02.ai,1,5
,,,,,,,,,,,,,,nonwinner15.ai,nonwinner11.ai,nonwinner04.ai,,1,5
,,,,,,,,,,,,,,nonwinner03.ai,nonwinner01.ai,nonwinner12.ai,,2,6
103,5944,04,01,29,20,32,37,53,52,63,61,,,,,,base02.ai,2,6
112,7374,01,14,25,23,35,31,48,56,75,64,,,,,,base02.ai,3,7
,,,,,,,,,,,,,,nonwinner02.ai,nonwinner06.ai,nonwinner09.ai,,3,7
92,3703,06,09,18,29,33,41,49,59,66,69,,,,,,base02.ai,4,8
14,638,,,,,45,43,54,58,70,61,free01.ai,free02.ai,,,,base02.ai,4,8
,,,,,,,,,,,,,,nonwinner15.ai,nonwinner13.ai,nonwinner14.ai,,1,9
,,,,,,,,,,,,,,nonwinner01.ai,nonwinner07.ai,nonwinner08.ai,,1,9
35,8608,01,07,,,43,35,50,46,69,75,free02.ai,,,,,base02.ai,2,10
,,,,,,,,,,,,,,nonwinner06.ai,nonwinner15.ai,nonwinner13.ai,,2,10
108,2112,08,05,18,26,34,39,48,54,75,74,,,,,,base02.ai,3,11
84,4269,04,13,28,21,45,43,60,58,75,65,,,,,,base02.ai,3,11
55,8819,14,06,,,35,32,47,59,67,70,free02.ai,,,,,base02.ai,4,12
65,4075,04,10,27,21,31,43,57,53,74,72,,,,,,base02.ai,4,12
35,3839,12,05,,,45,38,60,48,72,63,free02.ai,,,,,base02.ai,1,13
,,,,,,,,,,,,,,nonwinner05.ai,nonwinner11.ai,nonwinner15.ai,,1,13
86,8940,05,07,26,21,40,34,49,51,69,63,,,,,,base02.ai,2,14
,,,,,,,,,,,,,,nonwinner01.ai,nonwinner02.ai,nonwinner10.ai,,2,14
10,1328,,,,,38,41,46,53,69,73,free01.ai,free02.ai,,,,base02.ai,3,15
,,,,,,,,,,,,,,nonwinner06.ai,nonwinner14.ai,nonwinner13.ai,,3,15
87,569,08,10,23,17,43,37,47,55,65,66,,,,,,base02.ai,4,16
93,252,14,08,27,29,37,39,59,53,74,75,,,,,,base02.ai,4,16
41,958,08,03,,,43,45,52,49,67,65,free02.ai,,,,,base02.ai,1,17
,,,,,,,,,,,,,,nonwinner09.ai,nonwinner14.ai,nonwinner10.ai,,1,17
,,,,,,,,,,,,,,nonwinner10.ai,nonwinner03.ai,nonwinner12.ai,,2,18
67,7912,08,02,29,30,34,44,55,59,71,64,,,,,,base02.ai,2,18
105,6893,01,11,23,25,39,33,50,51,63,75,,,,,,base02.ai,3,19
,,,,,,,,,,,,,,nonwinner05.ai,nonwinner10.ai,nonwinner07.ai,,3,19
100,4418,01,13,17,22,44,38,55,58,74,64,,,,,,base02.ai,4,20
134,5102,01,04,18,16,31,40,51,55,72,63,,,,,,base02.ai,4,20
,,,,,,,,,,,,,,nonwinner01.ai,nonwinner12.ai,nonwinner05.ai,,1,21
,,,,,,,,,,,,,,nonwinner04.ai,nonwinner06.ai,nonwinner02.ai,,1,21
1,6261,,,24,30,,,52,46,61,64,free01.ai,free03.ai,,,,base02.ai,2,22
127,7531,02,15,20,17,35,43,52,53,62,69,,,,,,base02.ai,2,22
,,,,,,,,,,,,,,nonwinner09.ai,nonwinner07.ai,nonwinner14.ai,,3,23
104,4392,15,04,16,17,34,33,50,58,68,71,,,,,,base02.ai,3,23
33,5360,10,05,26,20,,,59,49,64,68,free03.ai,,,,,base02.ai,4,24
,,,,,,,,,,,,,,nonwinner10.ai,nonwinner07.ai,nonwinner06.ai,,4,24
127,7024,09,06,28,21,37,41,57,49,74,63,,,,,,base02.ai,1,25
117,6364,10,01,19,20,41,35,51,56,68,65,,,,,,base02.ai,1,25
47,8173,,,21,23,45,41,50,56,64,73,free01.ai,,,,,base02.ai,2,26
35,8608,01,07,,,43,35,50,46,69,75,free02.ai,,,,,base02.ai,2,26
36,7276,,,22,26,38,40,52,54,69,65,free01.ai,,,,,base02.ai,3,27
112,7374,01,14,25,23,35,31,48,56,75,64,,,,,,base02.ai,3,27
118,1286,10,08,24,19,35,45,49,57,62,69,,,,,,base02.ai,4,28
,,,,,,,,,,,,,,nonwinner12.ai,nonwinner03.ai,nonwinner08.ai,,4,28
,,,,,,,,,,,,,,nonwinner14.ai,nonwinner02.ai,nonwinner03.ai,,1,1
,,,,,,,,,,,,,,nonwinner06.ai,nonwinner09.ai,nonwinner11.ai,,1,1
33,7966,,,21,28,37,41,53,47,72,61,free01.ai,,,,,base02.ai,2,2
,,,,,,,,,,,,,,nonwinner05.ai,nonwinner11.ai,nonwinner08.ai,,2,2
72,8690,03,14,25,20,44,42,46,50,73,61,,,,,,base02.ai,3,3
58,1641,01,14,22,19,38,42,50,59,75,68,,,,,,base02.ai,3,3
,,,,,,,,,,,,,,nonwinner11.ai,nonwinner12.ai,nonwinner13.ai,,4,4
,,,,,,,,,,,,,,nonwinner06.ai,nonwinner08.ai,nonwinner07.ai,,4,4
8,4885,13,05,,,45,43,,,69,67,free02.ai,free04.ai,,,,base02.ai,1,5
74,2170,15,13,25,19,34,32,53,52,70,61,,,,,,base02.ai,1,5
,,,,,,,,,,,,,,nonwinner11.ai,nonwinner02.ai,nonwinner04.ai,,2,6
,,,,,,,,,,,,,,nonwinner03.ai,nonwinner09.ai,nonwinner15.ai,,2,6
58,1641,01,14,22,19,38,42,50,59,75,68,,,,,,base02.ai,3,7
62,6262,09,13,25,17,42,33,49,47,66,73,,,,,,base02.ai,3,7
,,,,,,,,,,,,,,nonwinner13.ai,nonwinner07.ai,nonwinner05.ai,,4,8
72,8327,03,01,21,20,37,32,48,49,74,68,,,,,,base02.ai,4,8
28,1354,,,18,28,39,42,55,47,73,70,free01.ai,,,,,base02.ai,1,9
90,6284,09,14,25,19,43,42,54,59,63,62,,,,,,base02.ai,1,9
,,,,,,,,,,,,,,nonwinner13.ai,nonwinner06.ai,nonwinner05.ai,,2,10
69,2912,15,05,17,29,41,40,52,60,68,66,,,,,,base02.ai,2,10
46,2919,12,01,,,43,32,56,58,72,75,free02.ai,,,,,base02.ai,3,11
,,,,,,,,,,,,,,nonwinner08.ai,nonwinner11.ai,nonwinner03.ai,,3,11
57,4180,02,04,21,25,42,35,51,58,72,75,,,,,,base02.ai,4,12
69,2339,14,05,30,27,32,38,53,52,62,72,,,,,,base02.ai,4,12
129,138,07,03,19,29,43,44,53,55,62,61,,,,,,base02.ai,1,13
,,,,,,,,,,,,winner01.ai,,,,,,1,13
,,,,,,,,,,,,,,nonwinner14.ai,nonwinner04.ai,nonwinner11.ai,,2,14
64,6442,04,07,22,19,37,35,48,49,63,66,,,,,,base02.ai,2,14
86,3136,04,03,17,20,41,31,54,52,67,63,,,,,,base02.ai,3,15
,,,,,,,,,,,,,,nonwinner13.ai,nonwinner05.ai,nonwinner15.ai,,3,15
,,,,,,,,,,,,,,nonwinner04.ai,nonwinner11.ai,nonwinner08.ai,,4,16
,,,,,,,,,,,,,,nonwinner07.ai,nonwinner14.ai,nonwinner09.ai,,4,16
101,6488,10,13,16,23,36,44,60,53,61,71,,,,,,base02.ai,1,17
,,,,,,,,,,,,winner01.ai,,,,,,1,17
,,,,,,,,,,,,,,nonwinner03.ai,nonwinner12.ai,nonwinner06.ai,,2,18
29,7859,,,25,24,45,35,47,58,74,65,free01.ai,,,,,base02.ai,2,18
53,3569,01,13,,,32,44,58,59,68,63,free02.ai,,,,,base02.ai,3,19
109,2502,06,07,21,26,37,35,51,60,65,63,,,,,,base02.ai,3,19
60,5159,15,07,21,25,38,44,57,60,68,70,,,,,,base02.ai,4,20
10,1360,,,29,17,,,49,46,70,64,free01.ai,free03.ai,,,,base02.ai,4,20
,,,,,,,,,,,,,,nonwinner10.ai,nonwinner08.ai,nonwinner11.ai,,1,21
,,,,,,,,,,,,,,nonwinner05.ai,nonwinner02.ai,nonwinner15.ai,,1,21
,,,,,,,,,,,,,,nonwinner03.ai,nonwinner09.ai,nonwinner15.ai,,2,22
5,341,,,27,29,,,58,48,71,74,free01.ai,free03.ai,,,,base02.ai,2,22
70,3,06,11,16,19,45,43,48,55,68,73,,,,,,base02.ai,3,23
74,5043,05,13,23,16,38,39,58,52,75,62,,,,,,base02.ai,3,23
,,,,,,,,,,,,,,nonwinner15.ai,nonwinner14.ai,nonwinner09.ai,,4,24
69,2339,14,05,30,27,32,38,53,52,62,72,,,,,,base02.ai,4,24
21,3176,,,16,19,40,32,47,46,72,74,free01.ai,,,,,base02.ai,1,25
113,1869,02,15,21,27,33,42,47,60,68,62,,,,,,base02.ai,1,25
97,8520,10,07,18,24,33,37,57,58,71,62,,,,,,base02.ai,2,26
,,,,,,,,,,,,,,nonwinner06.ai,nonwinner13.ai,nonwinner11.ai,,2,26
46,2919,12,01,,,43,32,56,58,72,75,free02.ai,,,,,base02.ai,3,27
2,1392,,,,,39,40,56,57,62,65,free01.ai,free02.ai,,,,base02.ai,3,27
,,,,,,,,,,,,,,nonwinner13.ai,nonwinner07.ai,nonwinner10.ai,,4,28
112,3213,13,12,22,17,31,45,47,52,72,73,,,,,,base02.ai,4,28
,,,,,,,,,,,,,,nonwinner09.ai,nonwinner15.ai,nonwinner08.ai,,1,1
8,4885,13,05,,,45,43,,,69,67,free02.ai,free04.ai,,,,base02.ai,1,1
85,5642,03,02,23,29,37,42,59,60,66,75,,,,,,base02.ai,2,2
109,8431,14,08,26,17,41,39,51,46,63,62,,,,,,base02.ai,2,2
,,,,,,,,,,,,,,nonwinner15.ai,nonwinner09.ai,nonwinner13.ai,,3,3
106,6948,06,09,29,22,36,43,46,57,68,74,,,,,,base02.ai,3,3
40,4388,,,22,21,44,34,52,46,74,61,free01.ai,,,,,base02.ai,4,4
62,1070,06,12,28,23,41,39,60,49,62,64,,,,,,base02.ai,4,4
62,5916,03,01,23,20,37,42,49,47,75,62,,,,,,base02.ai,1,5
34,4350,,,30,16,38,33,55,49,67,63,free01.ai,,,,,base02.ai,1,5
,,,,,,,,,,,,,,nonwinner15.ai,nonwinner04.ai,nonwinner02.ai,,2,6
99,1841,10,09,27,23,45,35,54,46,74,65,,,,,,base02.ai,2,6
32,7719,,,16,24,39,40,50,46,63,71,free01.ai,,,,,base02.ai,3,7
100,6804,10,04,27,25,31,45,50,56,71,68,,,,,,base02.ai,3,7
94,6842,06,09,21,17,35,41,52,47,63,68,,,,,,base02.ai,4,8
120,6679,12,06,20,23,34,38,58,52,73,64,,,,,,base02.ai,4,8
6,1794,,,18,20,,,51,52,71,66,free01.ai,free03.ai,,,,base02.ai,1,9
,,,,,,,,,,,,,,nonwinner03.ai,nonwinner13.ai,nonwinner01.ai,,1,9
111,4963,12,01,16,18,40,35,47,48,65,64,,,,,,base02.ai,2,10
53,3474,,,18,28,34,35,55,57,72,74,free01.ai,,,,,base02.ai,2,10
12,4430,,,,,31,32,58,50,73,65,free01.ai,free02.ai,,,,base02.ai,3,11
70,3,06,11,16,19,45,43,48,55,68,73,,,,,,base02.ai,3,11
,,,,,,,,,,,,,,nonwinner10.ai,nonwinner07.ai,nonwinner06.ai,,4,12
111,6024,15,11,21,16,33,45,54,55,65,62,,,,,,base02.ai,4,12
,,,,,,,,,,,,,,nonwinner04.ai,nonwinner10.ai,nonwinner05.ai,,1,13
11,6578,09,10,,,,,58,54,68,75,free02.ai,free03.ai,,,,base02.ai,1,13
,,,,,,,,,,,,,,nonwinner09.ai,nonwinner14.ai,nonwinner07.ai,,2,14
68,448,03,05,21,28,38,41,47,56,74,71,,,,,,base02.ai,2,14
,,,,,,,,,,,,,,nonwinner09.ai,nonwinner02.ai,nonwinner03.ai,,3,15
70,3,06,11,16,19,45,43,48,55,68,73,,,,,,base02.ai,3,15
,,,,,,,,,,,,,,nonwinner10.ai,nonwinner08.ai,nonwinner01.ai,,4,16
,,,,,,,,,,,,,,nonwinner15.ai,nonwinner11.ai,nonwinner14.ai,,4,16
49,2535,,,17,20,35,42,57,51,72,70,free01.ai,,,,,base02.ai,1,17
89,2527,09,02,23,24,40,42,59,57,69,67,,,,,,base02.ai,1,17
81,167,05,11,21,29,37,38,51,56,72,69,,,,,,base02.ai,2,18
85,5642,03,02,23,29,37,42,59,60,66,75,,,,,,base02.ai,2,18
75,2102,12,10,17,27,43,37,57,47,70,64,,,,,,base02.ai,3,19
83,1904,12,10,30,21,45,33,53,47,67,74,,,,,,base02.ai,3,19
140,3745,09,10,17,29,32,40,55,59,71,61,,,,,,base02.ai,4,20
,,,,,,,,,,,,,,nonwinner03.ai,nonwinner15.ai,nonwinner01.ai,,4,20
,,,,,,,,,,,,,,nonwinner10.ai,nonwinner14.ai,nonwinner09.ai,,1,21
57,1793,07,06,17,26,31,42,52,48,72,70,,,,,,base02.ai,1,21
91,410,01,11,26,28,41,38,48,50,62,75,,,,,,base02.ai,2,22
7,530,10,06,,,,,59,49,73,75,free02.ai,free03.ai,,,,base02.ai,2,22
18,7561,10,14,20,25,38,41,,,62,72,free04.ai,,,,,base02.ai,3,23
66,7588,01,08,19,16,43,33,50,54,66,73,,,,,,base02.ai,3,23
135,7870,03,12,17,25,31,36,47,54,64,65,,,,,,base02.ai,4,24
,,,,,,,,,,,,,,nonwinner15.ai,nonwinner07.ai,nonwinner04.ai,,4,24
,,,,,,,,,,,,,,nonwinner04.ai,nonwinner10.ai,nonwinner05.ai,,1,25
,,,,,,,,,,,,,,nonwinner09.ai,nonwinner14.ai,nonwinner10.ai,,1,25
53,3474,,,18,28,34,35,55,57,72,74,free01.ai,,,,,base02.ai,2,26
15,8181,03,15,,,44,36,55,50,67,69,free02.ai,,,,,base02.ai,2,26
50,595,09,12,,,35,39,56,49,73,61,free02.ai,,,,,base02.ai,3,27
76,2102,02,09,30,23,39,40,52,49,71,72,,,,,,base02.ai,3,27
22,1412,05,09,20,25,40,37,60,46,,,free05.ai,,,,,base02.ai,4,28
,,,,,,,,,,,,,,nonwinner15.ai,nonwinner05.ai,nonwinner06.ai,,4,28
,,,,,,,,,,,,,,nonwinner06.ai,nonwinner01.ai,nonwinner05.ai,,1,1
100,5715,07,01,23,26,39,33,58,49,75,62,,,,,,base02.ai,1,1
103,5944,04,01,29,20,32,37,53,52,63,61,,,,,,base02.ai,2,2
23,5773,11,15,,,32,45,58,46,67,75,free02.ai,,,,,base02.ai,2,2
,,,,,,,,,,,,,,nonwinner01.ai,nonwinner13.ai,nonwinner05.ai,,3,3
,,,,,,,,,,,,,,nonwinner06.ai,nonwinner05.ai,nonwinner14.ai,,3,3
,,,,,,,,,,,,,,nonwinner13.ai,nonwinner07.ai,nonwinner10.ai,,4,4
78,3207,12,01,16,20,37,40,58,48,73,75,,,,,,base02.ai,4,4
94,1341,06,12,29,26,40,42,51,55,62,63,,,,,,base02.ai,1,5
90,6284,09,14,25,19,43,42,54,59,63,62,,,,,,base02.ai,1,5
,,,,,,,,,,,,,,nonwinner13.ai,nonwinner08.ai,nonwinner05.ai,,2,6
95,1451,05,15,23,28,43,45,50,52,68,63,,,,,,base02.ai,2,6
116,455,09,06,18,23,39,37,54,46,67,63,,,,,,base02.ai,3,7
124,1347,12,10,22,16,41,45,58,55,66,64,,,,,,base02.ai,3,7
26,1750,07,11,,,45,41,52,51,69,75,free02.ai,,,,,base02.ai,4,8
22,1412,05,09,20,25,40,37,60,46,,,free05.ai,,,,,base02.ai,4,8
24,3498,09,02,,,39,45,59,53,61,71,free02.ai,,,,,base02.ai,1,9
138,2123,02,10,19,24,37,45,47,55,69,64,,,,,,base02.ai,1,9
7,530,10,06,,,,,59,49,73,75,free02.ai,free03.ai,,,,base02.ai,2,10
,,,,,,,,,,,,,,nonwinner11.ai,nonwinner02.ai,nonwinner04.ai,,2,10
86,3136,04,03,17,20,41,31,54,52,67,63,,,,,,base02.ai,3,11
,,,,,,,,,,,,,,nonwinner08.ai,nonwinner07.ai,nonwinner10.ai,,3,11
37,693,,,19,29,34,39,55,48,67,69,free01.ai,,,,,base02.ai,4,12
35,599,13,02,,,35,44,48,46,65,62,free02.ai,,,,,base02.ai,4,12
101,6488,10,13,16,23,36,44,60,53,61,71,,,,,,base02.ai,1,13
,,,,,,,,,,,,,,nonwinner10.ai,nonwinner08.ai,nonwinner11.ai,,1,13
28,5705,01,08,,,42,40,57,53,71,69,free02.ai,,,,,base02.ai,2,14
104,8259,11,02,21,16,44,43,59,52,63,66,,,,,,base02.ai,2,14
88,4101,01,07,28,23,31,45,55,52,61,62,,,,,,base02.ai,3,15
,,,,,,,,,,,,,,nonwinner02.ai,nonwinner11.ai,nonwinner03.ai,,3,15
,,,,,,,,,,,,,,nonwinner03.ai,nonwinner04.ai,nonwinner07.ai,,4,16
75,6322,08,11,17,27,31,45,53,60,70,74,,,,,,base02.ai,4,16
71,5666,15,09,20,24,39,32,57,46,72,68,,,,,,base02.ai,1,17
,,,,,,,,,,,,,,nonwinner01.ai,nonwinner12.ai,nonwinner05.ai,,1,17
,,,,,,,,,,,,,,nonwinner10.ai,nonwinner07.ai,nonwinner11.ai,,2,18
79,4915,11,01,26,17,44,35,53,48,73,62,,,,,,base02.ai,2,18
39,8499,,,17,23,43,36,51,48,74,71,free01.ai,,,,,base02.ai,3,19
,,,,,,,,,,,,,,nonwinner07.ai,nonwinner15.ai,nonwinner05.ai,,3,19
,,,,,,,,,,,,,,nonwinner03.ai,nonwinner13.ai,nonwinner05.ai,,4,20
,,,,,,,,,,,,,,nonwinner12.ai,nonwinner02.ai,nonwinner05.ai,,4,20
85,8597,07,14,23,20,39,31,46,60,64,62,,,,,,base02.ai,1,21
123,3332,05,12,21,29,36,42,51,57,72,66,,,,,,base02.ai,1,21
137,2099,15,06,20,19,44,41,46,54,72,70,,,,,,base02.ai,2,22
,,,,,,,,,,,,,,nonwinner02.ai,nonwinner13.ai,nonwinner08.ai,,2,22
14,8015,10,01,,,,,55,52,68,75,free02.ai,free03.ai,,,,base02.ai,3,23
46,2919,12,01,,,43,32,56,58,72,75,free02.ai,,,,,base02.ai,3,23
49,5556,04,05,,,35,40,54,56,68,73,free02.ai,,,,,base02.ai,4,24
139,3745,04,01,25,22,31,34,49,57,64,72,,,,,,base02.ai,4,24
37,2224,,,28,24,44,37,46,60,73,74,free01.ai,,,,,base02.ai,1,25
63,8402,11,04,24,30,34,36,54,53,64,75,,,,,,base02.ai,1,25
121,5595,06,07,17,22,37,41,56,53,63,61,,,,,,base02.ai,2,26
,,,,,,,,,,,,,,nonwinner05.ai,nonwinner13.ai,nonwinner11.ai,,2,26
,,,,,,,,,,,,,,nonwinner04.ai,nonwinner05.ai,nonwinner07.ai,,3,27
114,1356,01,11,29,19,36,33,54,59,62,61,,,,,,base02.ai,3,27
120,6679,12,06,20,23,34,38,58,52,73,64,,,,,,base02.ai,4,28
76,2378,10,06,30,22,45,33,52,60,62,71,,,,,,base02.ai,4,28
60,343,04,14,26,23,32,38,54,46,64,68,,,,,,base02.ai,1,1
76,8673,02,09,30,25,40,39,58,59,73,67,,,,,,base02.ai,1,1
35,8608,01,07,,,43,35,50,46,69,75,free02.ai,,,,,base02.ai,2,2
97,8520,10,07,18,24,33,37,57,58,71,62,,,,,,base02.ai,2,2
,,,,,,,,,,,,,,nonwinner02.ai,nonwinner11.ai,nonwinner03.ai,,3,3
32,7719,,,16,24,39,40,50,46,63,71,free01.ai,,,,,base02.ai,3,3
136,5310,01,02,22,20,45,31,51,50,74,64,,,,,,base02.ai,4,4
68,4677,01,06,17,23,38,35,51,48,74,69,,,,,,base02.ai,4,4
60,343,04,14,26,23,32,38,54,46,64,68,,,,,,base02.ai,1,5
110,1222,06,14,30,27,44,41,51,46,67,68,,,,,,base02.ai,1,5
,,,,,,,,,,,,,,nonwinner07.ai,nonwinner02.ai,nonwinner04.ai,,2,6
,,,,,,,,,,,,,,nonwinner06.ai,nonwinner07.ai,nonwinner09.ai,,2,6
30,3239,,,18,21,35,37,53,46,71,74,free01.ai,,,,,base02.ai,3,7
108,2112,08,05,18,26,34,39,48,54,75,74,,,,,,base02.ai,3,7
116,3912,09,15,23,28,45,40,48,55,68,75,,,,,,base02.ai,4,8
,,,,,,,,,,,,,,nonwinner10.ai,nonwinner15.ai,nonwinner01.ai,,4,8
136,6276,13,04,28,30,36,31,54,51,72,68,,,,,,base02.ai,1,9
132,6280,06,02,19,20,44,41,49,54,66,67,,,,,,base02.ai,1,9
133,2713,06,05,20,18,43,44,53,47,73,65,,,,,,base02.ai,2,10
,,,,,,,,,,,,,,nonwinner08.ai,nonwinner04.ai,nonwinner02.ai,,2,10
26,5994,,,21,19,38,34,53,47,62,67,free01.ai,,,,,base02.ai,3,11
,,,,,,,,,,,,,,nonwinner07.ai,nonwinner13.ai,nonwinner09.ai,,3,11
87,569,08,10,23,17,43,37,47,55,65,66,,,,,,base02.ai,4,12
,,,,,,,,,,,,,,nonwinner12.ai,nonwinner05.ai,nonwinner03.ai,,4,12
,,,,,,,,,,,,,,nonwinner10.ai,nonwinner14.ai,nonwinner13.ai,,1,13
,,,,,,,,,,,,,,nonwinner11.ai,nonwinner07.ai,nonwinner10.ai,,1,13
,,,,,,,,,,,,,,nonwinner11.ai,nonwinner03.ai,nonwinner15.ai,,2,14
114,3622,15,01,19,29,37,32,48,50,62,61,,,,,,base02.ai,2,14
,,,,,,,,,,,,,,nonwinner13.ai,nonwinner03.ai,nonwinner06.ai,,3,15
,,,,,,,,,,,,,,nonwinner13.ai,nonwinner10.ai,nonwinner15.ai,,3,15
81,829,12,02,22,19,31,44,46,56,75,63,,,,,,base02.ai,4,16
,,,,,,,,,,,,,,nonwinner15.ai,nonwinner14.ai,nonwinner09.ai,,4,16
17,1610,13,05,,,35,41,50,59,65,72,free02.ai,,,,,base02.ai,1,17
,,,,,,,,,,,,,,nonwinner03.ai,nonwinner08.ai,nonwinner11.ai,,1,17
,,,,,,,,,,,,,,nonwinner04.ai,nonwinner03.ai,nonwinner02.ai,,2,18
,,,,,,,,,,,,,,nonwinner05.ai,nonwinner13.ai,nonwinner11.ai,,2,18
107,4299,07,01,16,17,36,38,46,59,71,61,,,,,,base02.ai,3,19
,,,,,,,,,,,,,,nonwinner03.ai,nonwinner12.ai,nonwinner01.ai,,3,19
128,8418,11,13,29,20,44,45,60,52,68,63,,,,,,base02.ai,4,20
50,1260,,,24,22,32,38,50,49,74,62,free01.ai,,,,,base02.ai,4,20
55,4859,,,27,28,44,33,52,51,73,71,free01.ai,,,,,base02.ai,1,21
,,,,,,,,,,,,,,nonwinner11.ai,nonwinner07.ai,nonwinner03.ai,,1,21
,,,,,,,,,,,,,,nonwinner08.ai,nonwinner12.ai,nonwinner05.ai,,2,22
,,,,,,,,,,,,,,nonwinner11.ai,nonwinner02.ai,nonwinner10.ai,,2,22
138,7257,10,02,26,25,40,38,56,57,63,75,,,,,,base02.ai,3,23
,,,,,,,,,,,,,,nonwinner10.ai,nonwinner04.ai,nonwinner01.ai,,3,23
129,8918,02,08,21,24,36,32,57,54,61,70,,,,,,base02.ai,4,24
13,5251,,,,,40,35,47,55,69,73,free01.ai,free02.ai,,,,base02.ai,4,24
91,2524,05,01,26,30,42,36,60,53,75,68,,,,,,base02.ai,1,25
17,1610,13,05,,,35,41,50,59,65,72,free02.ai,,,,,base02.ai,1,25
89,6323,15,05,28,20,31,40,56,47,70,63,,,,,,base02.ai,2,26
,,,,,,,,,,,,,,nonwinner02.ai,nonwinner07.ai,nonwinner03.ai,,2,26
108,2112,08,05,18,26,34,39,48,54,75,74,,,,,,base02.ai,3,27
136,4171,10,03,26,22,33,41,57,60,72,68,,,,,,base02.ai,3,27
70,2185,04,11,26,25,38,44,58,60,67,73,,,,,,base02.ai,4,28
48,2291,,,27,24,41,36,54,49,63,66,free01.ai,,,,,base02.ai,4,28
16,3093,,,19,26,34,41,47,56,73,61,free01.ai,,,,,base02.ai,1,1
2,1986,,,,,35,41,55,52,65,70,free01.ai,free02.ai,,,,base02.ai,1,1
63,2452,08,12,17,18,39,38,50,59,62,69,,,,,,base02.ai,2,2
,,,,,,,,,,,,,,nonwinner15.ai,nonwinner08.ai,nonwinner01.ai,,2,2
,,,,,,,,,,,,,,nonwinner05.ai,nonwinner15.ai,nonwinner02.ai,,3,3
52,8344,,,26,22,32,44,50,60,71,68,free01.ai,,,,,base02.ai,3,3
96,321,06,01,20,22,43,41,58,47,64,66,,,,,,base02.ai,4,4
,,,,,,,,,,,,,,nonwinner04.ai,nonwinner07.ai,nonwinner13.ai,,4,4
,,,,,,,,,,,,,,nonwinner07.ai,nonwinner06.ai,nonwinner01.ai,,1,5
140,4115,12,03,30,19,43,34,55,49,73,64,,,,,,base02.ai,1,5
9,4512,,,,,43,32,46,57,73,71,free01.ai,free02.ai,,,,base02.ai,2,6
